categoria,subcategoria,categoria_proveedor,codigo_proveedor,marca,nombre,descripcion_general,stock,disponible_a_pedido,precio_base,garantia,flete,socket,cpu_nucleos,cpu_hilos,cpu_frecuencia_base_ghz,cpu_frecuencia_boost_ghz,cpu_tdp_w,cpu_graficos_integrados,mb_chipset,mb_form_factor,mb_ram_tipo,mb_max_ram_gb,mb_m2_slots,mb_pcie_version,ram_tipo,ram_capacidad_gb,ram_velocidad_mhz,ram_cantidad_modulos,storage_tipo,storage_capacidad_gb,storage_interfaz,storage_form_factor,storage_nvme_gen,gpu_chipset,gpu_vram_gb,gpu_vram_tipo,gpu_tdp_w,gpu_longitud_mm,psu_wattage,psu_certificacion,psu_modular,psu_form_factor,case_form_factor,case_color,case_max_gpu_mm,case_compatibilidad_placa
placa_madre,,mb socket am5 amd,mbarb650mhm2p,asrock,"motherboard asrock b650m-h/m.2+, chipset amd b650, socket amd am5, matx",,21,false,90,,,AM5,,,,,,,B650M,MICRO-ATX,,,1,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5 gaming,mbarb760mpglnwf,asrock,"motherboard asrock b760m pg lightning wifi, chipset intel b760, lga1700, matx",,21,false,105,,,LGA1700,,,,,,,B760M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5 gaming,mbarb760mpgrtwf,asrock,"motherboard asrock b760m pg riptide wifi, chipsetintel b760, lga1700, matx",,21,false,114,,,LGA1700,,,,,,,B760M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr4,mbarb760mcd4blk,asrock,"motherboard asrock b760m-c/d4, chipset intel b760, lga1700, matx",,21,false,1870,,,LGA1700,,,,,,,B760M,MICRO-ATX,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbarb850prors,asrock,"motherboard asrock b850 pro rs, chipset amd b850,socket amd am5, atx",,1,false,181,,,AM5,,,,,,,B850,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd,mbarb850m-xr20,asrock,"motherboard asrock b850m-x r2.0, chipset amd b850, socket amd am5, matx",,21,false,111,,,AM5,,,,,,,B850M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd,mbarb850mxwfr20,asrock,"motherboard asrock b850m-x wifi r2.0, chipset amdb850, socket amd am5, matx",,21,false,114.5,,,AM5,,,,,,,B850M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5,mbarh610hdvm2d5,asrock,"motherboard asrock h610m-hdv/m.2+ d5, chipset intel h610, lga1700, matx",,11,false,60,,,LGA1700,,,,,,,H610M,MICRO-ATX,DDR5,,1,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5,mbarh810m-xwifi,asrock,"motherboard asrock h810m-x wifi, chipset intel h810, lga 1851, 1xvga, 1xhdmi, 1xdp, m",,0,true,93,,,LGA 1851,,,,,,,H810M,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5,mbarh810m-x,asrock,"motherboard asrock h810m-x, chipset intel h810, lga 1851, 1xvga, 1xhdmi, 1xdp, matx[@",,21,false,84.8,,,LGA 1851,,,,,,,H810M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket lga4677 xeon,mbarw790wsr20,asrock,"motherboard asrock w790 ws r2.0, chipset intel w790, lga4677, e-atx",,1,false,525,,,LGA4677,,,,,,,,E-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbarz890prorswf,asrock,"motherboard asrock z890 pro rs wifi, chipset intel z890, lga 1851, hdmi, dp, atx",,15,false,213,,,LGA 1851,,,,,,,Z890,ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbasb650mayww-b,asus,mb as b650m-ayw wifi svl ddr5,,3,false,108.9,,,AM5,,,,,,,B650M,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbasb650maywwf,asus,"motherboard asus b650m-ayw wifi, chipset amd b650, amd socket am5, matx",,21,false,113.5,,,AM5,,,,,,,B650M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbasb860maywgwf,asus,"motherboard asus b860m ayw gaming wifi, chipset intel b860, lga 1851, hdmi, matx",,21,false,128.28,,,LGA 1851,,,,,,,B860M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd,mbasa620m-k,asus,"motherboard asus prime a620m-k, chipset amd a620,socket amd am5, micro atx",,21,false,68.1,,,AM5,,,,,,,A620M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am4 amd gaming,mbasb550m-kargb,asus,"motherboard asus prime b550m-k argb, chipset amd b550, socket amd am4, matx",,21,false,71.26,,,AM4,,,,,,,B550M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd,mbasb650m-aii,asus,"motherboard asus prime b650m-a ii , chipset amd b650, socket am5, micro atx",,21,false,109.5,,,AM5,,,,,,,B650M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd,mbasb650m-f,asus,"motherboard asus prime b650m-f, chipset amd b650,socket amd am5, matx",,21,false,75,,,AM5,,,,,,,B650M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5,mbasb760aax6ii,asus,"motherboard asus prime b760m-a ax6 ii, chipset intel b760, lga1700, matx",,21,false,127,,,LGA1700,,,,,,,B760M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5,mbasb760m-a,asus,"motherboard asus prime b760m-a chipset intel b760, lga1700, micro atx",,21,false,96.5,,,LGA1700,,,,,,,B760M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr4,mbasb760m-kd4,asus,"motherboard asus prime b760m-k d4, chipset intel b760, lga1700, matx",,21,false,77.25,,,LGA1700,,,,,,,B760M,MICRO-ATX,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5,mbasb760m-k,asus,"motherboard asus prime b760m-k, chipset intel b760, lga1700, micro-atx",,3,false,89,,,LGA1700,,,,,,,B760M,ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbasb850m-awifi,asus,"motherboard asus prime b850m-a wifi, chipset amd b850, socket amd am5, matx",,8,false,147,,,AM5,,,,,,,B850M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5,mbash610m-kd5,asus,"motherboard asus prime h610m-k, chipset intel h610, lga1700, micro atx",,21,false,63,,,LGA1700,,,,,,,H610M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5,mbasprh810m-e,asus,"motherboard asus prime h810m-e, chipset intel h810, lga 1851, matx",,21,false,86.61,,,LGA 1851,,,,,,,H810M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbasx870-pwifi,asus,"motherboard asus prime x870-p wifi, chipset amd x870, socket amd am5, atx",,21,false,230.24,,,AM5,,,,,,,X870,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5,mbasz890-pwifi,asus,"motherboard asus prime z890-p wifi, chipset intelz890, lga 1851, hdmi, dp, atx",,20,false,236,,,LGA 1851,,,,,,,Z890,ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr4,mbash610m-ct2d4,asus,"motherboard asus pro h610m-ct2 d4-csm, chipset intel h610, lga1700, matx",,5,false,66,,,LGA1700,,,,,,,H610M,MICRO-ATX,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbasmaxz890hero,asus,"motherboard asus rog maximus z890 hero, chipset intel z890, lga 1851, hdmi, atx",,6,false,619,,,LGA 1851,,,,,,,Z890,ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am4 amd gaming,mbasb550fgmgwf2,asus,"motherboard asus rog strix b550-f gaming wifi ii,chipset amd b550, socket amd am4, at",,21,false,152.5,,,AM4,,,,,,,B550,,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbasb650eegmgwf,asus,"motherboard asus rog strix b650e-e gaming wifi, chipset amd b650, socket amd am5, atx",,6,false,303.5,,,AM5,,,,,,,B650E,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbasb850-agmgwf,asus,"motherboard asus rog strix b850-a gaming wifi, chipset amd b850, socket amd am5, atx[",,21,false,261.72,,,AM5,,,,,,,B850,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbasb850-egmgwf,asus,"motherboard asus rog strix b850-e gaming wifi, chipset amd b850, socket amd am5, atx[",,21,false,352.23,,,AM5,,,,,,,B850,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbasb860-agmgwf,asus,"motherboard asus rog strix b860-a gaming wifi, chipset intel b860, lga 1851, hdmi, dp",,18,false,230.24,,,LGA 1851,,,,,,,B860,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbasb860-fgmgwf,asus,"motherboard asus rog strix b860-f gaming wifi, chipset intel b860, lga 1851, hdmi, dp",,21,false,252.17,,,LGA 1851,,,,,,,B860,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbasx870-agmgfw,asus,"motherboard asus rog strix x870-a gaming wifi, chipset amd x870, socket amd am5, atx[",,21,false,300.41,,,AM5,,,,,,,X870,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbasx870eegmgwf,asus,"motherboard asus rog strix x870e-e gaming wifi, chipset amd x870e, socket amd am5, at",,21,false,471.44,,,AM5,,,,,,,X870E,,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbasz890-egmgwf,asus,"motherboard asus rog strix z890-e gaming wifi, chipset intel z890, lga 1851, hdmi, dp",,15,false,461,,,LGA 1851,,,,,,,Z890,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbasz890-fgmg-b,asus,"motherboard asus rog strix z890-f gaming wifi, chipset intel z890, lga 1851, hdmi, dp",,1,false,381,,,LGA 1851,,,,,,,Z890,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbasz890-fgmgwf,asus,"motherboard asus rog strix z890-f gaming wifi, chipset intel z890, lga 1851, hdmi, dp",,21,false,388.12,,,LGA 1851,,,,,,,Z890,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbasa620m-pwifi,asus,"motherboard asus tuf gaming a620m-plus wifi, chipset amd b620, amd socket am5, matx[@",,21,false,126.5,,,AM5,,,,,,,A620M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am4 amd gaming,mbasb550tfplwf2,asus,"motherboard asus tuf gaming b550-plus wifi ii, chipset amd b550, socket amd am4, atx[",,21,false,141.43,,,AM4,,,,,,,B550,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbasb650m-pwifi,asus,"motherboard asus tuf gaming b650m-plus wifi, chipset amd b650, amd socket am5, matx[@",,5,false,177.5,,,AM5,,,,,,,B650M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5 gaming,mbasb760tfgmpwf,asus,"motherboard asus tuf gaming b760-plus wifi, chipset intel b760, lga1700, atx",,21,false,161,,,LGA1700,,,,,,,B760,ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5 gaming,mbasb760mplwf2,asus,"motherboard asus tuf gaming b760m-plus wifi ii, chipset intel b760, lga1700, atx",,21,false,173.5,,,LGA1700,,,,,,,B760M,ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbasb850pluswf,asus,"motherboard asus tuf gaming b850-plus wifi , chipset amd b850, socket amd am5, atx[@@",,21,false,218.1,,,AM5,,,,,,,B850,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbasb850m-plwf,asus,"motherboard asus tuf gaming b850m-plus wifi, chipset amd b850, socket amd am5, matx[@",,21,false,202.83,,,AM5,,,,,,,B850M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbasb860-plwf,asus,"motherboard asus tuf gaming b860-plus wifi, chipset intel b860, lga 1851, hdmi, dp, a",,3,false,197.35,,,LGA 1851,,,,,,,B860,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbasb860m-plwf,asus,"motherboard asus tuf gaming b860m-plus wifi, chipset intel b860, lga 1851, hdmi, dp,",,21,false,191.87,,,LGA 1851,,,,,,,B860M,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbasz890plwifi,asus,"motherboard asus tuf gaming z890-plus wifi, chipset intel z890, lga 1851, hdmi, dp, a",,21,false,299,,,LGA 1851,,,,,,,Z890,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5,mbgbb760ds3hwfg,gigabyte,mb gb b760m ds3h wf6e gen5 dr5,,21,false,128,,,,,,,,,,B760M,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd,mbgbb840md3hpw6,gigabyte,mb gb b840m d3hp wf6e svl ddr5,,21,false,116.49,,,AM5,,,,,,,B840M,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb850maewf6e,gigabyte,mb gb b850m aorus elite wf6e,,16,false,173.5,,,AM5,,,,,,,B850M,,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5,mbgbb860mds3hwf,gigabyte,mb gb b860m ds3h wifi6e ddr5,,21,false,139.4,,,,,,,,,,B860M,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbgbb860meapwf6,gigabyte,mb gb b860m eagle p wifi6e dr5,,21,false,150.3,,,,,,,,,,B860M,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbgbz890aewf7i,gigabyte,mb gb z890 a elite wf7 ice dr5,,6,false,246.5,,,,,,,,,,Z890,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5 gaming,mbgbz890mtaitop,gigabyte,mb gb z890 a master ai top dr5,,3,false,620,,,,,,,,,,Z890,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5,mbgbz890axaitop,gigabyte,mb gb z890 a xtreme ai top dr5,,1,false,945,,,,,,,,,,Z890,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am4 amd,mbgba520mkv2,gigabyte,"motherboard gigabyte a520m k v2 (rev. 1.0) chipset amd a520, socket am4, micro atx[@@",,21,false,43.5,,,AM4,,,,,,,A520M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd,mbgba620ms2h,gigabyte,"motherboard gigabyte a620m s2h (rev. 1.0) chipsetamd a620, socket am5, micro atx",,9,false,91.5,,,AM5,,,,,,,A620M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am4 amd gaming,mbgbb550aoelax2,gigabyte,motherboard gigabyte b550 aorus elite ax v2 (rev.1.0) chipset amd b550 socket amd am4,,21,false,140,,,AM4,,,,,,,B550,,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am4 amd gaming,mbgbb550eagwf6,gigabyte,"motherboard gigabyte b550 eagle wifi6, chipset amd b550, socket am4, atx",,21,false,107,,,AM4,,,,,,,B550,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am4 amd gaming,mbgbb550gmgxv2,gigabyte,"motherboard gigabyte b550 gaming x v2 (rev. 1.0),chipset amd b550, socket amd am4, at",,21,false,101,,,AM4,,,,,,,B550,,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am4 amd gaming,mbgbb550maoelax,gigabyte,"motherboard gigabyte b550m aorus elite ax, chipset amd b550, socket am4, matx",,0,true,87,,,AM4,,,,,,,B550M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am4 amd,mbgbb550mds3hr2,gigabyte,"motherboard gigabyte b550m ds3h r2, chipset amd b550, socket am4, micro atx",,1,false,78.5,,,AM4,,,,,,,B550M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am4 amd gaming,mbgbb550mgmxwf6,gigabyte,"motherboard gigabyte b550m gaming x wifi6, chipset amd b550, socket am4, matx",,21,false,95.5,,,AM4,,,,,,,B550M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am4 amd,mbgbb550mk,gigabyte,"motherboard gigabyte b550m k (rev. 1.0) chipset amd b550, socket am4, micro atx",,21,false,65.5,,,AM4,,,,,,,B550M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb650aoraxic,gigabyte,"motherboard gigabyte b650 aorus elite ax ice, chipset amd b650, socket amd am5, atx[@",,8,false,184.5,,,AM5,,,,,,,B650,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb650aoraxv2,gigabyte,"motherboard gigabyte b650 aorus elite ax v2, chipset amd b650, socket amd am5, atx[@@",,4,false,182,,,AM5,,,,,,,B650,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb650eagleax,gigabyte,"motherboard gigabyte b650 eagle ax, chipset amd b650, socket amd am5, atx",,10,false,142,,,AM5,,,,,,,B650,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb650gmxaxv2,gigabyte,"motherboard gigabyte b650 gaming x ax v2, chipsetamd b650, socket amd am5, atx",,21,false,150.25,,,AM5,,,,,,,B650,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb650maelaxi,gigabyte,"motherboard gigabyte b650m aorus elite ax ice, chipset amd b650, socket amd am5, matx",,2,false,168,,,AM5,,,,,,,B650M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd,mbgbb650md3hpax,gigabyte,"motherboard gigabyte b650m d3hp ax, chipset amd b650, socket amd am5, matx",,21,false,108.5,,,AM5,,,,,,,B650M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd,mbgbb650md3hp,gigabyte,"motherboard gigabyte b650m d3hp, chipset amd b650, socket amd am5, matx",,21,false,95.8,,,AM5,,,,,,,B650M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd,mbgbb650mds3hg1,gigabyte,"motherboard gigabyte b650m ds3h, chipset amd b650, socket amd am5, matx",,1,false,179,,,AM5,,,,,,,B650M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb650mgmgpwf,gigabyte,"motherboard gigabyte b650m gaming plus wifi, chipset amd b650, socket amd am5, matx[@",,21,false,127,,,AM5,,,,,,,B650M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd,mbgbb650mk,gigabyte,"motherboard gigabyte b650m k, am5, ddr5, hdmi, dp, hd audio.",,18,false,104,,,AM5,,,,,,,B650M,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5,mbgbb760ds3h,gigabyte,"motherboard gigabyte b760 ds3h, chipset intel b760, lga1700, atx",,2,false,115,,,LGA1700,,,,,,,B760,ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr4,mbgbb760md3hpd4,gigabyte,"motherboard gigabyte b760m d3hp ddr4, chipset intel b760, lga1700, matx",,21,false,83,,,LGA1700,,,,,,,B760M,MICRO-ATX,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5,mbgbb760md3hpd5,gigabyte,"motherboard gigabyte b760m d3hp, chipset intel b760, lga1700, micro atx",,21,false,89,,,LGA1700,,,,,,,B760M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr4,mbgbb760mds3hax,gigabyte,"motherboard gigabyte b760m ds3h ax ddr4 (rev. 1.0), chipset intel b760, lga1700, matx",,1,false,113.25,,,LGA1700,,,,,,,B760M,MICRO-ATX,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5,mbgbb760mds3hg5,gigabyte,"motherboard gigabyte b760m ds3h gen5, chipset intel b760, lga1700, matx",,11,false,110,,,LGA1700,,,,,,,B760M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5,mbgbb760med5,gigabyte,"motherboard gigabyte b760m e (rev. 1.0) chipset intel b760, lga1700, micro atx",,0,true,83.6,,,LGA1700,,,,,,,B760M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr4 gaming,mbgbb760mgpd4,gigabyte,"motherboard gigabyte b760m gaming plus wifi ddr4,chipset intel b760, lga1700, matx[@@",,21,false,94,,,LGA1700,,,,,,,B760M,MICRO-ATX,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr4,mbgbb760mhd4,gigabyte,"motherboard gigabyte b760m h ddr4, chipset intel b760, lga1700, matx",,9,false,74,,,LGA1700,,,,,,,B760M,MICRO-ATX,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb840maewf6e,gigabyte,"motherboard gigabyte b840m aorus elite wifi6e, chipset amd b840, socket amd am5, micr",,16,false,147.1,,,AM5,,,,,,,B840M,,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd,mbgbb840mds3h,gigabyte,"motherboard gigabyte b840m ds3h, chipset amd b840, socket amd am5, matx",,21,false,106.5,,,AM5,,,,,,,B840M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd,mbgbb840mh,gigabyte,"motherboard gigabyte b840m h, chipset amd b840, socket amd am5, matx",,21,false,74.5,,,AM5,,,,,,,B840M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb850aewf7i,gigabyte,"motherboard gigabyte b850 aorus elite wifi7 ice, chipset amd b850, socket amd am5, at",,12,false,203,,,AM5,,,,,,,B850,,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb850aewf7,gigabyte,"motherboard gigabyte b850 aorus elite wifi7, chipset amd b850, socket amd am5, atx[@@",,11,false,190,,,AM5,,,,,,,B850,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb850gmgwf6,gigabyte,"motherboard gigabyte b850 gaming wifi6, chipset amd b850, socket amd am5, atx",,15,false,151,,,AM5,,,,,,,B850,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb850maew6ei,gigabyte,"motherboard gigabyte b850m aorus elite wifi6e ice, chipset amd b850, socket amd am5,",,10,false,179,,,AM5,,,,,,,B850M,,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb850maewf7p,gigabyte,"motherboard gigabyte b850m aorus elite wifi7 ice-p, chipset amd b850, socket amd am5,",,21,false,184.3,,,AM5,,,,,,,B850M,,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb850md3hp,gigabyte,"motherboard gigabyte b850m d3hp, chipset amd b850, socket amd am5, matx",,21,false,118,,,AM5,,,,,,,B850M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb850mewf6ei,gigabyte,"motherboard gigabyte b850m eagle wifi6e ice, chipset amd b850, socket amd am5, atx[@@",,16,false,147.5,,,AM5,,,,,,,B850M,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb socket am5 amd gaming,mbgbb850meawf6e,gigabyte,"motherboard gigabyte b850m eagle wifi6e, chipset amd b850, socket amd am5, matx",,21,false,145,,,AM5,,,,,,,B850M,MICRO-ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb ci9 s1700 ddr5 gaming,mbgbb860maewf6e,gigabyte,"motherboard gigabyte b860m aorus elite wifi6e, chipset intel b860, lga1851, hdmi, dp,",,8,false,177.5,,,LGA1851,,,,,,,B860M,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5,mbgbb860md3hp,gigabyte,"motherboard gigabyte b860m d3hp, chipset intel b860, lga 1851, hdmi, dp, matx",,16,false,102.5,,,LGA 1851,,,,,,,B860M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5,mbgbb860ds3h,gigabyte,"motherboard gigabyte b860m ds3h, chipset intel b860, lga 1851, 1 x hdmi, 2 x dp, matx",,21,false,118,,,LGA 1851,,,,,,,B860M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
placa_madre,,mb cu9 s1851 ddr5,mbgbb860me,gigabyte,"motherboard gigabyte b860m e, chipset intel b860,lga 1851, hdmi, dp, matx",,21,false,96,,,LGA 1851,,,,,,,B860M,MICRO-ATX,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,
